order_item_id,order_id,product_id,quantity,selling_price,discount_percent
7253,2430,1278,1,3886.09,8.27
7254,2430,1669,2,706.58,19.81
7255,2431,261,1,4445.32,22.94
7256,2431,1862,3,5394.99,25.03
7257,2432,98,2,5315.69,29.72
7258,2432,925,3,7272.85,0.11
7259,2432,529,5,6501.96,12.38
7260,2432,594,2,2698.47,7.56
7261,2432,1089,5,5141.32,28.18
7262,2433,733,2,3873.03,12.31
7263,2433,1161,5,5044.46,21.81
7264,2433,623,2,922.25,23.2
7265,2433,611,5,3199.46,2.05
7266,2434,1686,5,3512.41,6.58
7267,2434,1573,3,4282.94,8.89
7268,2434,1071,1,4468.51,17.58
7269,2434,283,5,3741.18,15.95
7270,2435,887,3,2966.4,2.37
7271,2435,1802,2,4625.56,17.52
7272,2435,1153,3,6666.43,28.28
7273,2435,112,4,4666.12,29.89
7274,2436,1355,5,8475.41,0.07
7275,2436,1509,5,484.92,18.21
7276,2436,985,4,4843.64,3.82
7277,2437,613,2,5950.66,23.56
7278,2438,1508,2,1814.82,11.52
7279,2438,792,5,5202.99,4.97
7280,2438,1822,2,5513.07,3.23
7281,2438,914,4,5713.77,9.27
7282,2438,53,5,345.77,29.49
7283,2439,229,3,5174.12,29.86
7284,2439,213,2,5367.74,18.13
7285,2439,1038,4,3555.62,19.75
7286,2440,1471,3,4804.76,24.47
7287,2440,1014,2,2292.65,20.67
7288,2440,1423,1,3211.78,29.72
7289,2441,1282,3,2834.29,11.46
7290,2441,757,3,7405.21,8.91
7291,2441,780,1,4771.97,22.06
7292,2441,1770,3,917.94,24.25
7293,2442,1032,1,5693.89,12.92
7294,2442,317,1,6070.65,21.38
7295,2442,389,3,2905.61,4.77
7296,2443,1701,3,4084.76,10.55
7297,2443,212,3,2283.18,19.85
7298,2443,594,2,2570.64,14.25
7299,2443,1745,5,2591.95,0.87
7300,2444,903,1,2076.69,12.12
7301,2444,150,5,314.66,26.66
7302,2444,604,3,985.63,29.84
7303,2444,1007,5,1717.97,5.32
7304,2445,1095,4,5341.46,3.99
7305,2445,130,5,3310.56,22.0
7306,2445,1951,5,6893.59,7.77
7307,2445,1724,4,444.9,11.38
7308,2446,946,4,3359.74,15.26
7309,2446,595,1,4935.31,17.35
7310,2447,332,2,3221.07,22.51
7311,2447,1798,4,3381.84,29.64
7312,2448,296,2,845.79,2.69
7313,2448,1962,5,4268.37,15.28
7314,2449,292,3,1188.65,4.23
7315,2449,797,3,159.25,4.91
7316,2450,65,5,1042.02,12.86
7317,2450,581,4,6731.3,8.85
7318,2450,703,5,413.93,10.66
7319,2451,126,1,5805.22,26.59
7320,2451,1074,3,4535.06,16.81
7321,2452,1660,1,6769.11,6.4
7322,2452,236,1,3593.31,15.89
7323,2452,571,5,3061.93,5.15
7324,2452,465,4,4882.45,9.55
7325,2453,1048,1,4557.05,11.11
7326,2454,241,2,2342.54,3.12
7327,2454,907,2,1708.27,27.44
7328,2454,1991,2,1931.76,5.9
7329,2455,1626,2,4704.02,27.16
7330,2455,1532,3,6864.2,4.38
7331,2455,1771,5,3419.84,20.65
7332,2455,1369,1,4728.77,13.03
7333,2455,322,2,5042.82,7.97
7334,2456,1528,3,4562.03,4.53
7335,2456,1797,4,1084.85,0.08
7336,2456,1332,5,2287.1,1.28
7337,2456,758,2,969.07,10.97
7338,2456,349,3,3965.1,12.07
7339,2457,1151,1,335.77,13.63
7340,2457,1936,1,4385.17,25.7
7341,2458,1487,5,6445.72,19.78
7342,2458,333,3,424.07,17.46
7343,2458,1572,4,2536.44,7.14
7344,2459,1497,5,2507.87,11.81
7345,2459,1324,4,3903.97,5.8
7346,2459,1194,2,1861.7,4.59
7347,2459,1,1,4707.48,21.66
7348,2459,1303,3,1553.07,20.63
7349,2460,46,4,3504.51,16.34
7350,2460,1524,5,2653.92,4.74
7351,2460,1622,1,6337.21,22.34
7352,2461,1688,2,788.49,7.95
7353,2462,1876,2,6653.29,23.24
7354,2462,1404,1,8874.57,15.07
7355,2463,1778,4,1079.6,9.93
7356,2463,1381,5,994.25,5.08
7357,2464,642,1,3888.47,26.35
7358,2464,1348,5,1436.22,23.88
7359,2464,1059,5,5375.49,29.56
7360,2465,639,4,3681.16,1.65
7361,2465,1013,2,5943.04,24.8
7362,2465,1598,4,2346.45,8.7
7363,2465,1744,1,374.41,29.15
7364,2465,890,1,2719.8,11.92
7365,2466,702,3,1582.94,20.41
7366,2466,1048,3,4518.69,22.33
7367,2466,786,5,6588.82,23.85
7368,2466,319,2,4423.08,26.64
7369,2467,521,1,2924.78,9.72
7370,2467,1225,4,6292.87,15.85
7371,2468,448,4,4607.83,23.31
7372,2468,604,3,860.08,13.49
7373,2469,140,1,5937.0,9.86
7374,2469,61,5,2469.85,15.59
7375,2469,1800,1,4769.57,21.01
7376,2469,1210,5,2317.45,8.8
7377,2470,1414,4,2380.46,26.23
7378,2470,1229,5,4570.53,5.95
7379,2470,1823,3,1326.45,26.63
7380,2471,1066,4,1453.46,1.17
7381,2471,496,2,2562.98,5.41
7382,2472,1546,3,5994.29,21.13
7383,2472,819,5,1166.1,14.38
7384,2472,150,4,315.7,11.78
7385,2472,152,2,5812.52,23.33
7386,2473,1,3,4715.55,2.98
7387,2474,1633,3,3320.88,4.27
7388,2474,1526,3,4812.31,13.05
7389,2474,1288,4,7992.19,4.53
7390,2474,344,5,2507.02,14.54
7391,2475,877,4,4319.37,6.85
7392,2475,1228,1,8040.05,22.47
7393,2476,620,4,7501.9,14.25
7394,2476,1543,5,151.51,3.13
7395,2477,1773,4,7527.4,14.85
7396,2478,941,1,5900.03,18.43
7397,2479,1456,4,562.79,22.91
7398,2479,45,2,3301.09,21.8
7399,2480,996,4,3653.56,14.46
7400,2480,1308,4,3825.05,23.2
7401,2480,1459,3,2765.8,27.24
7402,2480,660,2,5736.8,11.12
7403,2480,267,4,6022.76,0.09
7404,2481,438,3,2071.09,5.48
7405,2481,416,5,1055.94,13.74
7406,2481,195,4,5736.79,14.14
7407,2481,1906,1,2232.4,25.12
7408,2482,1177,3,2745.76,25.46
7409,2482,406,2,3835.78,9.32
7410,2483,421,4,5771.87,28.16
7411,2483,1952,5,5808.66,2.11
7412,2484,306,5,3596.82,7.55
7413,2484,1794,3,4740.35,4.44
7414,2484,833,1,2668.91,26.72
7415,2484,1399,3,3676.78,22.5
7416,2485,1511,4,2928.89,7.06
7417,2485,1840,1,3115.7,16.29
7418,2485,973,1,6060.55,20.45
7419,2485,1922,1,2557.16,10.86
7420,2486,1028,5,2491.23,12.78
7421,2487,984,5,1000.32,2.63
7422,2487,1518,2,5086.63,21.01
7423,2487,1852,4,4643.68,18.71
7424,2487,1421,5,3903.77,4.01
7425,2488,132,1,4519.06,6.57
7426,2488,1318,3,3664.0,26.18
7427,2488,648,5,6036.53,29.95
7428,2488,1182,1,1231.31,14.54
7429,2489,97,5,2588.15,26.87
7430,2489,1326,4,4605.98,7.5
7431,2490,1092,3,425.54,12.42
7432,2490,45,4,2898.33,24.24
7433,2490,556,1,904.47,15.08
7434,2490,773,1,7809.95,14.12
7435,2490,328,2,3729.68,11.42
7436,2491,528,4,4265.9,22.43
7437,2491,770,1,3257.4,18.58
7438,2491,973,5,5540.29,23.35
7439,2492,1832,3,3050.09,9.36
7440,2492,337,4,3357.9,29.77
7441,2492,251,2,4993.91,0.1
7442,2493,1902,1,850.81,18.99
7443,2493,329,5,5637.45,2.4
7444,2493,472,4,2905.79,15.09
7445,2493,110,3,5856.08,27.1
7446,2494,620,2,7139.03,1.54
7447,2494,829,1,4500.96,18.9
7448,2495,1216,4,3329.48,12.53
7449,2496,1956,4,4355.37,1.06
7450,2496,477,5,624.55,24.62
7451,2496,433,2,6693.75,23.68
7452,2496,1468,4,2559.96,12.08
7453,2497,1039,1,8099.38,13.97
7454,2497,1171,3,615.39,18.61
7455,2497,530,3,6672.02,27.01
7456,2498,1444,5,927.16,21.68
7457,2498,458,1,3263.2,20.56
7458,2498,130,2,3282.52,13.44
7459,2498,1144,4,5618.18,17.29
7460,2499,797,4,151.28,6.1
7461,2499,1081,1,3155.28,1.97
7462,2499,1546,1,5485.77,3.61
7463,2499,1745,3,2251.21,27.92
7464,2499,426,3,5008.26,0.96
7465,2500,973,5,6182.48,12.64
7466,2500,1152,4,5885.74,23.82
7467,2500,1048,5,4040.06,18.86
7468,2500,659,3,2973.64,0.62
7469,2500,1332,3,2465.31,28.92
7470,2501,402,5,224.91,17.66
7471,2501,855,4,6122.93,13.38
7472,2502,888,5,5151.94,18.48
7473,2502,627,1,2768.26,12.1
7474,2503,1336,2,493.22,19.98
7475,2503,1268,1,4555.97,13.4
7476,2503,1385,1,4708.54,20.5
7477,2503,1877,2,6412.81,23.33
7478,2503,1571,5,5443.89,26.22
7479,2504,1887,3,3818.02,13.31
7480,2505,268,4,444.5,3.15
7481,2505,1828,3,3888.69,20.67
7482,2506,888,2,4661.86,28.54
7483,2506,431,3,1710.92,4.55
7484,2507,1769,4,4183.24,7.88
7485,2508,1405,2,3310.82,28.85
7486,2508,484,2,7159.09,17.97
7487,2509,1224,4,6202.86,20.27
7488,2509,619,4,3395.55,3.61
7489,2510,471,4,2943.55,3.29
7490,2510,850,5,4327.7,11.08
7491,2510,1342,4,544.44,22.92
7492,2510,1666,2,267.15,21.89
7493,2510,1048,2,4091.13,10.01
7494,2511,562,1,6555.01,10.18
7495,2511,986,2,3997.28,14.7
7496,2512,1166,3,2394.93,0.83
7497,2512,952,5,518.26,28.18
7498,2512,341,4,2978.67,25.05
7499,2512,1044,2,8450.36,7.21
7500,2513,25,4,928.87,5.84
7501,2513,1137,3,664.69,19.0
7502,2513,981,3,8579.13,26.05
7503,2513,1653,1,1530.6,28.96
7504,2513,1373,4,4831.23,20.35
7505,2514,680,1,2628.03,27.14
7506,2514,730,5,4979.14,7.41
7507,2514,121,5,6311.81,27.43
7508,2514,1259,4,4631.6,22.68
7509,2515,219,3,1264.01,27.45
7510,2516,1310,4,4014.26,8.75
7511,2516,1701,3,4666.35,19.22
7512,2516,1012,4,896.14,4.05
7513,2516,383,1,2458.6,9.36
7514,2517,1105,4,4615.44,14.73
7515,2517,1365,1,5116.59,25.38
7516,2518,728,3,5454.04,3.1
7517,2518,1682,2,6955.2,18.68
7518,2519,1099,5,2522.74,16.35
7519,2519,204,3,511.19,20.7
7520,2520,290,3,4536.45,17.77
7521,2520,1929,1,6420.55,3.74
7522,2520,862,5,1388.61,3.21
7523,2520,135,4,6476.31,0.91
7524,2520,855,5,6541.99,20.85
7525,2521,1052,3,3428.54,15.3
7526,2521,631,3,3825.43,0.26
7527,2521,1861,4,4502.17,25.0
7528,2521,1650,2,6965.92,12.8
7529,2522,594,5,2719.28,12.17
7530,2522,557,4,3988.48,24.01
7531,2522,173,3,4601.37,11.6
7532,2523,584,5,4527.87,0.62
7533,2523,1793,3,3612.65,4.74
7534,2523,611,4,3189.47,22.78
7535,2523,1425,3,6079.99,22.71
7536,2523,1028,2,2205.29,3.87
7537,2524,954,5,4127.75,12.1
7538,2524,1375,2,5023.87,17.15
7539,2524,1343,3,7733.2,25.0
7540,2525,1915,3,2461.21,15.16
7541,2526,791,5,2701.46,2.81
7542,2526,561,2,887.74,14.71
7543,2526,1409,2,3672.5,3.1
7544,2526,1132,4,6739.03,28.2
7545,2527,1138,4,1831.91,17.6
7546,2527,1695,3,2727.8,25.53
7547,2527,1834,5,5329.26,2.06
7548,2527,1014,3,2196.79,13.81
7549,2528,526,3,144.57,13.48
7550,2528,147,2,3445.7,23.04
7551,2528,195,1,5732.8,3.36
7552,2528,30,4,1131.94,12.52
7553,2529,1981,2,5453.09,5.92
7554,2530,938,4,7795.28,1.88
7555,2530,1469,2,4264.51,19.82
7556,2530,1867,1,2205.54,16.82
7557,2530,19,2,507.39,26.58
7558,2531,1986,2,4775.08,11.96
7559,2531,291,1,8449.81,11.0
7560,2531,314,2,6199.52,17.34
7561,2531,1745,4,2389.68,10.14
7562,2532,1760,5,6502.29,15.36
7563,2532,862,1,1284.78,22.46
7564,2533,789,5,3900.41,3.43
7565,2534,1095,3,5581.65,23.58
7566,2534,1491,1,4486.67,8.71
7567,2535,311,5,6011.01,25.04
7568,2535,1743,5,1862.88,7.95
7569,2535,1564,1,2091.16,8.04
7570,2535,761,1,2712.85,14.63
7571,2536,426,3,4811.65,9.39
7572,2536,673,2,7410.89,17.03
7573,2536,679,2,450.16,25.32
7574,2536,1336,3,506.75,15.35
7575,2537,1001,1,5985.17,2.6
7576,2537,950,4,2499.58,6.15
7577,2537,1878,4,1954.7,19.69
7578,2538,754,1,3175.09,27.47
7579,2539,297,5,4162.31,2.69
7580,2539,1168,3,3575.34,15.48
7581,2539,682,2,4285.93,2.16
7582,2539,1128,2,2039.23,26.35
7583,2540,1838,4,3153.37,26.28
7584,2540,693,5,3617.07,11.03
7585,2540,719,1,143.57,17.21
7586,2540,169,4,5427.95,24.24
7587,2541,1561,3,4432.02,6.27
7588,2541,1073,2,3826.59,21.1
7589,2541,928,1,4095.77,22.05
7590,2541,712,3,3675.54,3.38
7591,2541,703,5,364.79,13.19
7592,2542,1185,4,1247.37,16.47
7593,2543,66,5,1477.91,18.02
7594,2544,412,2,6049.03,27.09
7595,2544,1881,1,2029.62,26.21
7596,2544,1899,4,220.28,5.53
7597,2545,1320,1,951.79,14.55
7598,2545,1271,2,1049.5,6.66
7599,2546,1658,4,6742.64,20.36
7600,2546,1202,4,263.72,21.17
7601,2546,906,4,6482.41,20.7
7602,2546,732,4,2395.62,24.18
7603,2547,941,1,5457.5,4.26
7604,2547,249,4,5275.07,24.01
7605,2547,1958,2,3775.8,16.44
7606,2547,670,3,2182.15,29.74
7607,2547,175,5,3136.53,5.06
7608,2548,504,3,7409.52,14.16
7609,2548,1863,3,4505.22,15.92
7610,2548,236,5,3287.45,2.63
7611,2548,1942,4,1068.19,26.71
7612,2548,331,1,3169.75,18.54
7613,2549,416,1,1019.43,14.36
7614,2549,407,3,5777.56,10.4
7615,2549,864,2,4413.83,6.25
7616,2549,526,4,161.52,17.15
7617,2549,1900,3,4368.14,21.08
7618,2550,500,4,7592.0,1.21
7619,2550,789,1,4119.89,28.16
7620,2551,810,1,3151.59,6.72
7621,2551,374,2,2106.1,6.44
7622,2551,1232,1,1446.09,5.17
7623,2551,1212,4,4948.37,27.9
7624,2552,1570,2,2907.9,26.68
7625,2552,1163,3,1695.79,7.15
7626,2553,822,1,986.39,16.4
7627,2553,237,5,7641.09,4.33
7628,2554,1826,1,2310.26,22.49
7629,2554,175,5,3337.07,21.1
7630,2554,1208,5,3628.33,15.51
7631,2554,896,4,4897.14,12.12
7632,2555,616,5,3288.2,3.32
7633,2555,555,5,6515.24,23.9
7634,2555,1096,2,681.33,25.69
7635,2555,453,2,1112.83,13.36
7636,2556,1673,2,2308.02,20.65
7637,2556,1101,5,664.86,5.16
7638,2556,1457,5,5824.85,24.97
7639,2556,789,1,4153.99,0.62
7640,2556,1486,3,5254.68,25.54
7641,2557,1816,2,2578.64,13.74
7642,2557,1388,4,767.13,13.83
7643,2557,1990,4,1323.88,12.59
7644,2557,1380,5,1262.74,25.25
7645,2557,1156,4,4768.34,7.46
7646,2558,711,4,4708.53,22.55
7647,2558,1129,2,2335.7,29.49
7648,2559,1497,3,2530.38,5.79
7649,2559,1213,5,7449.92,22.06
7650,2559,916,3,5113.08,26.66
7651,2559,456,3,501.93,2.47
7652,2559,1952,4,5792.35,12.38
7653,2560,1997,5,3434.87,25.91
7654,2560,1668,4,4350.83,26.5
7655,2560,128,3,4117.56,25.29
7656,2560,1568,1,5920.42,17.61
7657,2561,1314,2,5972.62,23.28
7658,2562,1513,1,463.2,18.9
7659,2562,1269,2,8239.79,22.69
7660,2563,52,2,2198.21,20.99
7661,2564,1957,1,265.84,19.72
7662,2564,1981,5,6304.09,21.51
7663,2565,1839,2,1054.33,23.05
7664,2565,1159,1,7129.11,26.24
7665,2565,1982,5,4873.35,23.83
7666,2566,1653,2,1621.23,4.42
7667,2567,547,2,1211.9,13.04
7668,2567,1681,5,4328.84,15.12
7669,2567,1492,5,2952.84,3.85
7670,2567,1926,3,4354.42,6.46
7671,2568,1206,4,3321.09,29.76
7672,2568,483,5,402.9,25.46
7673,2568,728,2,5551.98,10.29
7674,2568,12,5,1245.45,27.54
7675,2568,713,4,3367.82,9.48
7676,2569,1277,1,301.6,23.35
7677,2569,1421,3,3792.5,5.07
7678,2569,450,2,6177.24,15.54
7679,2569,1697,4,7220.21,12.67
7680,2569,1177,2,2941.35,18.65
7681,2570,806,5,1909.68,6.44
7682,2571,1927,3,2917.91,25.01
7683,2571,11,5,3465.98,3.66
7684,2571,1182,2,1119.8,11.65
7685,2572,1236,2,7406.93,16.19
7686,2572,1088,3,4638.17,18.04
7687,2572,107,1,6061.79,17.56
7688,2573,1532,1,6336.52,5.52
7689,2573,296,1,975.27,12.63
7690,2573,1261,2,1143.29,27.53
7691,2574,1978,2,1035.38,4.9
7692,2575,1069,3,1412.77,23.6
7693,2576,976,5,4678.61,24.37
7694,2576,1147,3,5633.61,13.81
7695,2577,369,4,583.87,2.42
7696,2577,922,5,643.87,25.22
7697,2577,1853,3,6294.82,27.65
7698,2578,1909,2,4109.73,20.02
7699,2578,1574,5,7009.69,24.53
7700,2578,1234,2,6195.59,6.23
7701,2579,244,2,4665.58,25.59
7702,2580,579,4,637.67,24.15
7703,2580,858,3,5037.53,1.42
7704,2580,703,2,385.16,11.2
7705,2580,549,3,5327.57,8.48
7706,2581,1177,2,3105.09,16.26
7707,2582,432,1,1056.39,29.36
7708,2582,907,3,1703.0,10.7
7709,2582,1286,1,1877.03,23.23
7710,2582,1811,5,7878.08,20.06
7711,2582,1118,2,6294.52,1.2
7712,2583,741,3,5882.4,0.57
7713,2583,175,3,3118.87,15.06
7714,2584,178,3,1809.15,12.13
7715,2585,1347,1,6314.11,19.77
7716,2585,564,5,4901.4,1.09
7717,2585,266,5,5570.3,26.26
7718,2586,2000,2,5492.78,29.29
7719,2586,163,1,3812.66,27.39
7720,2586,1106,3,5301.59,10.02
7721,2587,1110,2,2346.05,3.04
7722,2587,1764,5,5911.28,11.9
7723,2587,783,3,1182.66,5.48
7724,2587,362,3,804.12,26.09
7725,2588,1887,3,4212.26,2.59
7726,2588,1654,5,1839.05,23.99
7727,2588,1604,3,1628.65,9.19
7728,2589,908,2,386.18,16.45
7729,2589,498,2,4523.05,21.75
7730,2590,1808,2,1298.33,10.63
7731,2590,1197,5,1869.83,1.81
7732,2590,186,4,6359.31,3.7
7733,2590,887,4,2808.07,11.88
7734,2590,645,4,4414.01,14.99
7735,2591,1135,4,8421.39,14.55
7736,2592,719,5,142.16,0.27
7737,2592,567,5,7075.03,29.47
7738,2593,886,4,6475.51,1.15
7739,2593,1996,4,1909.86,0.15
7740,2593,780,4,5048.57,4.6
7741,2594,1938,4,6053.72,22.07
7742,2594,924,5,3595.69,3.53
7743,2594,1484,3,6729.82,18.1
7744,2595,1812,4,5133.18,13.42
7745,2596,1915,5,2825.22,27.52
7746,2596,1460,4,981.88,0.12
7747,2596,1251,2,7044.64,18.83
7748,2596,252,4,1533.26,26.42
7749,2596,875,1,1863.3,21.53
7750,2597,734,3,7621.55,12.84
7751,2597,383,2,2665.55,2.02
7752,2597,1926,2,4530.64,20.44
7753,2597,1598,1,2324.06,21.98
7754,2597,579,1,718.02,0.63
7755,2598,638,5,752.36,15.76
7756,2598,1667,2,2320.9,4.64
7757,2598,1058,1,7830.3,13.81
7758,2598,588,5,5457.79,14.86
7759,2599,581,4,7307.37,28.59
7760,2600,629,4,5954.87,7.93
7761,2600,415,3,4091.2,28.0
7762,2600,16,3,2200.23,23.42
7763,2600,178,3,1670.22,10.96
7764,2601,514,2,1004.93,15.59
7765,2601,1933,3,471.24,17.48
7766,2601,1191,3,1255.98,6.45
7767,2601,1004,5,1844.76,8.45
7768,2601,747,1,5011.3,27.56
7769,2602,819,3,1286.78,13.33
7770,2602,1738,1,6888.32,17.63
7771,2602,1108,3,7149.0,8.86
7772,2602,868,2,1194.01,5.33
7773,2602,793,4,4868.39,10.22
7774,2603,886,1,6223.47,1.75
7775,2604,1429,2,3711.98,11.65
7776,2604,801,1,3661.65,8.3
7777,2604,260,1,4756.86,4.16
7778,2604,783,5,1184.39,17.75
7779,2604,1921,1,5286.85,5.01
7780,2605,1682,4,6644.29,13.13
7781,2605,28,4,4209.03,5.8
7782,2605,299,1,2602.33,2.69
7783,2605,692,2,5331.88,17.28
7784,2606,771,3,3196.51,1.11
7785,2606,1402,5,1834.44,4.25
7786,2606,1084,3,3830.83,5.77
7787,2607,1407,2,861.9,11.45
7788,2607,541,1,3987.33,2.98
7789,2607,416,5,1213.33,28.0
7790,2607,1960,4,6966.2,10.07
7791,2607,1401,1,324.24,3.27
7792,2608,1324,2,4472.39,21.15
7793,2608,777,3,1457.39,1.02
7794,2608,397,2,1296.5,9.37
7795,2609,51,5,2543.16,0.6
7796,2609,18,2,2347.87,16.29
7797,2609,21,1,4862.0,21.95
7798,2610,1110,5,2282.52,24.57
7799,2610,275,3,4650.71,18.67
7800,2610,517,3,2259.54,20.91
7801,2610,1691,3,698.06,18.62
7802,2610,757,3,6914.37,25.44
7803,2611,169,5,5417.76,10.69
7804,2611,1745,3,2350.59,21.72
7805,2611,1152,3,6187.3,18.15
7806,2611,1691,1,737.05,14.28
7807,2611,1303,3,1834.2,10.51
7808,2612,152,4,5817.43,0.31
7809,2612,1982,5,4518.69,2.2
7810,2612,1543,3,156.76,22.44
7811,2612,1404,4,8405.67,9.95
7812,2612,1793,2,3592.62,26.21
7813,2613,1207,1,1383.04,7.18
7814,2613,39,1,3601.32,24.95
7815,2613,432,4,1059.61,24.01
7816,2614,1233,3,3099.88,9.66
7817,2614,1074,2,4436.26,6.9
7818,2614,1576,4,4026.33,6.73
7819,2614,1304,4,2132.52,1.94
7820,2614,950,3,2452.02,18.07
7821,2615,1274,2,1749.66,10.75
7822,2615,1418,3,4748.35,12.7
7823,2615,425,3,5786.3,14.39
7824,2615,1199,3,762.45,12.11
7825,2615,711,1,4550.4,0.39
7826,2616,301,2,2358.89,7.72
7827,2617,903,5,1895.67,27.61
7828,2617,566,5,3852.97,20.07
7829,2617,930,4,3379.65,3.41
7830,2617,493,2,5539.95,25.16
7831,2617,573,4,2517.07,2.73
7832,2618,1829,3,7532.3,16.06
7833,2618,1704,1,5818.09,25.28
7834,2619,376,2,3425.09,26.37
7835,2619,833,4,3143.58,17.7
7836,2619,334,3,4370.94,13.15
7837,2619,1617,2,3502.46,9.57
7838,2619,1083,5,5622.79,2.7
7839,2620,1502,5,529.33,5.92
7840,2621,1820,1,6321.6,23.69
7841,2621,645,2,4346.54,17.1
7842,2621,961,4,6265.36,25.37
7843,2621,900,3,5018.36,29.1
7844,2622,791,3,2673.72,26.18
7845,2623,1230,4,553.45,7.55
7846,2623,1297,2,4281.36,0.29
7847,2623,1460,5,990.19,27.72
7848,2623,115,1,2642.88,2.62
7849,2624,1537,1,3081.8,3.74
7850,2624,819,5,1161.53,9.45
7851,2624,340,4,3245.35,6.06
7852,2624,1252,4,795.34,1.06
7853,2624,617,1,2414.47,13.04
7854,2625,1074,1,4749.98,18.93
7855,2625,1269,4,8027.36,15.59
7856,2625,266,2,6098.3,21.3
7857,2626,40,4,1762.29,4.59
7858,2626,1406,2,3946.26,8.13
7859,2626,311,3,6386.65,25.59
7860,2627,1865,1,2918.2,15.48
7861,2627,979,4,2000.95,3.23
7862,2628,713,1,3044.63,28.36
7863,2628,674,3,2275.59,21.65
7864,2628,222,2,2233.46,9.82
7865,2628,1286,3,2210.95,2.9
7866,2629,952,2,526.58,2.98
7867,2629,1368,2,5878.91,28.34
7868,2629,30,4,1146.58,19.23
7869,2629,720,1,4121.73,18.72
7870,2629,607,5,1992.49,6.3
7871,2630,400,4,233.72,1.6
7872,2630,881,1,1803.77,16.71
7873,2630,817,4,1136.08,28.56
7874,2630,299,3,2404.16,16.38
7875,2631,229,5,4726.1,24.28
7876,2631,1422,1,654.21,8.59
7877,2632,1456,2,588.15,14.93
7878,2633,1586,1,5274.31,7.61
7879,2633,775,2,3486.33,9.04
7880,2633,1690,3,1553.57,28.6
7881,2634,1957,5,251.11,6.65
7882,2634,1802,4,4610.87,10.99
7883,2634,1598,2,2468.24,5.23
7884,2635,650,2,2297.39,24.86
7885,2636,1864,1,2586.82,13.91
7886,2637,485,4,2436.06,21.21
7887,2637,566,5,4302.1,15.89
7888,2637,642,5,3826.24,10.41
7889,2638,219,1,1153.6,16.1
7890,2638,1344,5,3007.27,3.41
7891,2638,1391,3,1720.07,24.72
7892,2638,97,4,2540.5,6.94
7893,2638,56,1,7054.16,17.85
7894,2639,672,4,1791.83,9.11
7895,2639,1485,2,2584.72,21.99
7896,2639,723,3,5065.0,20.89
7897,2639,1354,5,5360.36,16.88
7898,2639,384,2,2227.35,16.56
7899,2640,531,2,5407.08,3.75
7900,2641,1101,4,574.11,18.02
7901,2641,909,5,1745.78,20.33
7902,2641,439,3,4323.99,3.69
7903,2642,1269,2,7873.39,12.21
7904,2643,161,1,1556.83,4.13
7905,2643,52,3,2188.06,27.85
7906,2643,703,4,390.52,22.86
7907,2644,1931,2,3459.68,17.42
7908,2644,36,1,4375.36,21.68
7909,2645,886,4,6400.73,18.75
7910,2645,1014,3,2185.12,8.94
7911,2645,444,1,5215.09,28.84
7912,2646,897,4,258.0,6.52
7913,2646,922,3,643.99,17.48
7914,2647,501,2,6619.74,1.86
7915,2647,1135,5,7536.67,17.85
7916,2647,1087,3,6188.02,28.46
7917,2648,1331,4,6984.82,13.88
7918,2648,935,3,1886.74,9.98
7919,2648,1276,1,3182.9,19.75
7920,2648,1629,2,2800.71,17.5
7921,2648,245,3,7932.23,29.63
7922,2649,1463,5,8513.66,9.65
7923,2649,1529,4,1417.98,21.55
7924,2649,341,2,3033.41,0.23
7925,2649,1314,5,5698.15,26.4
7926,2650,1149,4,5453.51,24.85
7927,2650,1811,3,8806.14,11.43
7928,2650,864,4,4215.74,17.06
7929,2650,1540,3,5196.53,15.29
7930,2651,1483,5,898.08,5.3
7931,2651,602,4,3921.73,21.78
7932,2652,1535,4,573.67,22.67
7933,2652,559,4,970.54,9.96
7934,2652,1027,5,3782.69,8.02
7935,2653,226,4,4374.01,14.14
7936,2653,105,5,5777.23,1.93
7937,2654,373,4,4522.82,7.26
7938,2654,144,4,822.81,22.82
7939,2655,464,3,2439.13,14.87
7940,2656,1353,4,617.33,17.28
7941,2656,1199,3,775.34,29.68
7942,2656,978,1,4930.14,1.53
7943,2656,876,2,4477.91,13.53
7944,2657,18,4,2233.32,20.23
7945,2657,1989,5,3511.81,11.76
7946,2657,817,4,1131.67,7.11
7947,2658,85,5,4379.31,1.32
7948,2658,1796,2,772.09,28.26
7949,2658,157,5,3772.99,5.62
7950,2659,1093,5,5787.11,17.15
7951,2659,876,5,4315.56,10.35
7952,2660,1762,2,6291.75,0.87
7953,2660,1936,3,4301.71,23.62
7954,2660,1626,1,4819.96,16.52
7955,2660,1326,1,5527.83,12.73
7956,2660,1102,1,3791.45,19.41
7957,2661,1692,5,3439.06,27.81
7958,2661,1878,2,2230.81,20.17
7959,2661,310,2,942.54,17.15
7960,2662,1444,2,956.21,26.41
7961,2662,1170,1,6721.01,21.51
7962,2662,518,4,1792.7,15.82
7963,2662,1914,3,7487.73,18.33
7964,2663,1915,1,2448.75,25.11
7965,2663,1746,3,1669.94,7.5
7966,2663,375,2,761.03,6.34
7967,2663,660,4,5582.41,4.22
7968,2664,120,2,3216.43,1.13
7969,2665,1395,5,4169.09,15.03
7970,2665,1328,4,2132.54,18.25
7971,2666,582,5,3759.02,28.54
7972,2666,395,4,2825.64,1.41
7973,2666,1410,2,6187.55,15.19
