product_id,product_name,category,brand,price,cost_price,stock_quantity
481,Dignissimos Product,Fashion,Apple,8040.4,4598.21,377
482,Quidem Product,Beauty,Adidas,5250.81,4761.82,117
483,Modi Product,Home,Adidas,398.67,344.99,253
484,Vel Product,Books,Nike,6552.22,4106.0,250
485,Quisquam Product,Electronics,LG,2378.08,1511.51,104
486,Expedita Product,Fashion,Puma,2989.96,2587.16,83
487,Veritatis Product,Fashion,Apple,6616.95,4403.07,369
488,Eligendi Product,Home,Adidas,4720.23,3832.17,93
489,Autem Product,Home,Boat,3427.54,2033.87,269
490,Provident Product,Home,Sony,4057.66,3238.92,386
491,Animi Product,Beauty,Puma,1414.01,1279.78,154
492,Quo Product,Electronics,LG,4347.47,3796.06,186
493,Temporibus Product,Books,Apple,5166.77,4523.2,355
494,Doloremque Product,Electronics,Apple,6158.08,3845.73,173
495,Molestias Product,Home,Apple,5192.75,2981.88,301
496,Repellat Product,Books,Sony,2339.2,1385.94,390
497,Quidem Product,Home,LG,5537.46,4073.73,170
498,Dignissimos Product,Fashion,Nike,4499.59,2774.99,31
499,Minus Product,Books,Sony,4833.38,3485.24,482
500,Magnam Product,Books,LG,7049.47,4001.63,454
501,Repellendus Product,Fashion,Boat,6382.2,4505.54,224
502,Pariatur Product,Home,Boat,8134.42,4753.21,455
503,Itaque Product,Electronics,Boat,4411.59,3197.75,415
504,Sed Product,Fashion,Nike,7117.54,4105.28,121
505,Perferendis Product,Fashion,Puma,775.91,564.75,182
506,Tenetur Product,Fashion,Puma,1548.06,1069.01,434
507,Maxime Product,Fashion,Adidas,7096.74,4780.46,259
508,Voluptates Product,Books,Nike,4454.63,3073.44,259
509,Minus Product,Electronics,Apple,5536.28,4848.59,497
510,Ad Product,Home,Nike,2414.45,1684.08,130
511,Fuga Product,Fashion,Boat,3820.15,2641.94,261
512,Laudantium Product,Fashion,Sony,215.15,163.54,332
513,Reiciendis Product,Sports,Apple,2486.42,1622.0,316
514,Debitis Product,Beauty,Sony,952.5,734.2,423
515,Facilis Product,Sports,LG,4132.66,3473.72,42
516,Iste Product,Fashion,Adidas,253.84,186.78,493
517,Dicta Product,Home,LG,2145.74,1698.38,412
518,Aperiam Product,Home,Adidas,1973.8,1474.6,471
519,Laboriosam Product,Beauty,Adidas,958.11,722.95,372
520,Perferendis Product,Fashion,LG,3803.93,3004.89,298
521,Perferendis Product,Sports,Apple,2674.58,2401.79,206
522,Harum Product,Electronics,LG,5801.83,3775.94,246
523,Minima Product,Beauty,Puma,5261.82,3052.74,44
524,Minima Product,Home,Nike,3785.75,2302.48,196
525,Error Product,Fashion,Adidas,4855.26,4254.09,334
526,Dolore Product,Sports,LG,155.12,114.96,297
527,Earum Product,Home,LG,1053.39,815.99,170
528,Vel Product,Beauty,Adidas,4519.76,3063.38,500
529,Voluptatum Product,Home,Samsung,7048.23,4626.17,386
530,Nulla Product,Sports,Puma,6504.27,4435.38,137
531,Nemo Product,Electronics,Puma,5548.75,3974.48,143
532,Rerum Product,Electronics,Boat,1439.02,1100.78,50
533,Asperiores Product,Fashion,LG,3132.16,1906.3,330
534,Impedit Product,Books,Sony,2385.77,1971.9,65
535,Maiores Product,Fashion,LG,6657.03,4690.82,155
536,Iste Product,Electronics,Apple,1068.86,898.22,36
537,Odio Product,Home,Nike,6470.43,4351.91,171
538,Praesentium Product,Electronics,Boat,5689.67,4175.84,340
539,Autem Product,Sports,Samsung,2065.94,1687.03,339
540,Corrupti Product,Sports,Samsung,2223.33,1486.25,462
541,Sit Product,Beauty,Nike,4187.29,2607.37,264
542,Vel Product,Fashion,Apple,473.93,413.0,277
543,Veniam Product,Electronics,Sony,1440.64,900.57,192
544,Ducimus Product,Electronics,LG,2440.17,1756.97,215
545,Libero Product,Beauty,Boat,4065.89,2771.05,365
546,Error Product,Fashion,LG,1440.38,859.42,91
547,Sequi Product,Home,Adidas,1155.28,664.72,132
548,Quae Product,Electronics,Samsung,594.96,376.92,339
549,Unde Product,Electronics,Samsung,5320.99,4230.18,122
550,Velit Product,Fashion,Sony,6736.54,3816.79,175
551,Eveniet Product,Books,Samsung,3086.32,1998.87,271
552,Corporis Product,Beauty,Boat,5563.18,3851.13,291
553,Aliquid Product,Electronics,Adidas,536.97,433.01,127
554,Cum Product,Beauty,Apple,3265.76,2955.42,307
555,Tempore Product,Fashion,Boat,6437.41,4420.07,118
556,Beatae Product,Beauty,Puma,935.01,846.05,146
557,Corporis Product,Fashion,Adidas,4118.77,2825.69,396
558,Facilis Product,Home,Puma,4105.59,3077.33,211
559,Eius Product,Electronics,LG,888.94,683.92,318
560,Odio Product,Books,Adidas,7603.2,4841.9,104
561,Fuga Product,Electronics,Adidas,894.31,652.2,112
562,Cumque Product,Home,Adidas,6173.82,3822.82,463
563,Velit Product,Books,Samsung,3946.23,3006.97,341
564,Aspernatur Product,Home,Adidas,4741.81,3167.98,271
565,Labore Product,Fashion,Sony,240.22,216.68,115
566,Incidunt Product,Beauty,Sony,4086.89,2548.0,244
567,Vel Product,Fashion,LG,7488.78,4922.72,255
568,Quas Product,Beauty,Adidas,3701.75,2848.07,49
569,Nisi Product,Electronics,Samsung,5363.92,3120.21,448
570,Reprehenderit Product,Electronics,Puma,200.18,154.94,237
571,Voluptatibus Product,Fashion,Apple,2948.87,1968.96,37
572,Molestias Product,Books,Sony,2954.22,1903.44,48
573,Maxime Product,Home,Samsung,2292.54,1471.9,470
574,Ut Product,Books,Adidas,825.55,688.37,71
575,Quasi Product,Beauty,Samsung,7464.77,4605.09,460
576,Ipsa Product,Electronics,Apple,6683.38,4662.11,54
577,Autem Product,Sports,Puma,5180.36,3651.56,148
578,Fuga Product,Electronics,Nike,314.6,210.54,120
579,Possimus Product,Electronics,Samsung,660.19,419.27,264
580,Numquam Product,Fashion,Samsung,3164.55,2219.19,305
581,Rerum Product,Home,Puma,7014.11,4497.3,378
582,At Product,Electronics,Puma,4066.91,2447.94,456
583,Corrupti Product,Electronics,Samsung,1616.87,1021.54,457
584,Aspernatur Product,Sports,LG,4861.27,2859.74,415
585,Quis Product,Electronics,Puma,2091.06,1234.45,196
586,Laborum Product,Books,Nike,723.66,533.24,201
587,Alias Product,Sports,Nike,4524.56,3327.15,174
588,Illum Product,Fashion,Boat,4971.48,3702.46,200
589,Omnis Product,Home,Nike,3211.16,2390.67,426
590,Qui Product,Beauty,Boat,5849.99,3396.02,194
591,Fugit Product,Home,Nike,5582.98,4810.79,180
592,Accusantium Product,Books,Nike,7186.69,4631.12,465
593,Libero Product,Beauty,Nike,450.15,309.5,316
594,Itaque Product,Beauty,Nike,2737.21,1774.08,445
595,Veritatis Product,Fashion,Boat,4807.19,4013.8,51
596,Cum Product,Sports,Samsung,7097.53,4134.87,276
597,Sapiente Product,Sports,Nike,671.29,608.7,388
598,Mollitia Product,Home,LG,1934.12,1211.23,69
599,Ab Product,Home,Boat,2856.78,1694.89,277
600,Libero Product,Sports,Sony,4563.18,3318.77,393
601,Maiores Product,Electronics,Adidas,3413.48,2099.19,337
602,Saepe Product,Beauty,Adidas,3935.41,3255.12,376
603,Consectetur Product,Sports,Apple,170.39,102.92,263
604,Placeat Product,Home,Adidas,928.88,807.34,396
605,Dolores Product,Sports,Apple,3506.3,2089.99,497
606,Assumenda Product,Electronics,Puma,4567.44,4091.02,71
607,Repellendus Product,Beauty,Apple,1872.03,1114.73,44
608,Vero Product,Books,Sony,2369.28,1341.83,348
609,Distinctio Product,Home,Sony,3295.6,2074.7,208
610,Nulla Product,Sports,LG,2542.72,1937.09,335
611,Mollitia Product,Books,Samsung,3515.03,3112.54,265
612,Quam Product,Beauty,LG,1869.02,1666.2,450
613,Unde Product,Electronics,Boat,6523.43,4009.38,362
614,Explicabo Product,Beauty,LG,5109.7,2976.91,23
615,Vitae Product,Electronics,LG,3480.18,1961.84,139
616,Consequatur Product,Beauty,Apple,3201.27,2764.3,242
617,Assumenda Product,Sports,LG,2620.59,1961.27,27
618,Voluptates Product,Beauty,LG,2500.98,1682.08,120
619,Officiis Product,Beauty,Nike,3624.46,3107.21,313
620,Adipisci Product,Sports,LG,7125.28,4327.31,45
621,Magnam Product,Beauty,Boat,3646.25,2560.16,420
622,Modi Product,Electronics,Puma,7215.39,4632.4,309
623,Esse Product,Fashion,LG,988.97,676.58,160
624,Iste Product,Sports,Sony,4830.02,4282.42,228
625,Reiciendis Product,Electronics,Adidas,770.22,637.41,256
626,Consequuntur Product,Beauty,Nike,2740.76,2482.61,405
627,Labore Product,Fashion,Sony,2552.27,1945.93,453
628,Eligendi Product,Fashion,LG,5831.66,3446.86,423
629,Dolorum Product,Electronics,Nike,6142.34,3533.82,81
630,Facilis Product,Sports,Samsung,1333.16,746.8,234
631,Suscipit Product,Books,Samsung,4191.61,2531.11,372
632,Quasi Product,Beauty,Apple,4239.06,2673.36,224
633,Consectetur Product,Sports,Boat,3135.65,2420.92,44
634,Corrupti Product,Beauty,Sony,538.43,419.36,253
635,Debitis Product,Fashion,Apple,3602.93,2066.5,22
636,Sapiente Product,Beauty,Adidas,1340.04,893.78,238
637,Atque Product,Sports,Puma,4940.46,3333.32,254
638,Voluptates Product,Fashion,Boat,706.51,427.41,69
639,Aperiam Product,Fashion,Puma,3588.7,2842.37,78
640,Error Product,Home,Samsung,5162.36,3758.55,271
641,Officiis Product,Beauty,Puma,4670.47,3961.63,309
642,Ab Product,Fashion,Sony,3542.72,2699.54,481
643,Eveniet Product,Fashion,Adidas,1858.55,1294.01,349
644,Ab Product,Electronics,Nike,3482.05,2426.32,208
645,Eius Product,Electronics,Nike,4324.15,2809.86,351
646,Blanditiis Product,Electronics,LG,1052.0,722.08,272
647,At Product,Fashion,Adidas,5696.93,4950.35,330
648,Velit Product,Home,Adidas,6399.83,3791.73,433
649,Cum Product,Books,Samsung,1582.61,1386.1,455
650,Quidem Product,Fashion,Sony,2298.86,1670.39,210
651,Esse Product,Fashion,Nike,3883.57,2304.16,255
652,Libero Product,Books,Nike,5146.79,3112.99,133
653,Voluptatum Product,Electronics,Boat,3949.57,3035.0,317
654,Unde Product,Electronics,Nike,288.31,251.48,405
655,Sapiente Product,Books,Puma,4405.96,3242.86,247
656,Fugiat Product,Home,Puma,5883.84,3285.82,438
657,Harum Product,Home,LG,3618.67,2722.93,271
658,Illo Product,Beauty,Nike,4059.44,2490.16,250
659,Qui Product,Home,Apple,2774.64,1751.67,138
660,Maiores Product,Home,Adidas,5582.16,3182.69,170
661,Facere Product,Fashion,Adidas,6158.77,4641.42,188
662,Corporis Product,Home,Boat,6004.18,4864.47,152
663,Enim Product,Beauty,Adidas,1945.82,1393.16,403
664,Temporibus Product,Beauty,Puma,5124.1,3103.96,107
665,Cumque Product,Sports,Sony,4690.74,3466.81,114
666,A Product,Fashion,Apple,6044.5,4010.35,380
667,Quasi Product,Fashion,Adidas,4748.52,3641.44,316
668,Sed Product,Fashion,LG,6675.88,3970.73,201
669,Optio Product,Home,LG,1875.95,1303.61,285
670,Voluptate Product,Electronics,Puma,2266.26,1772.86,73
671,Placeat Product,Books,Samsung,8072.02,4835.92,44
672,Corrupti Product,Books,LG,1799.05,1025.75,488
673,Quis Product,Home,Boat,7474.93,4955.18,111
674,Ut Product,Beauty,LG,2505.41,1401.94,314
675,Alias Product,Home,Apple,885.22,629.59,81
676,Quisquam Product,Electronics,Samsung,1335.9,987.41,443
677,Ullam Product,Sports,Puma,522.23,444.37,75
678,Excepturi Product,Beauty,Boat,6888.91,3940.97,114
679,Laboriosam Product,Electronics,Samsung,461.93,295.69,67
680,Repudiandae Product,Home,Puma,2696.4,1754.27,230
681,Aperiam Product,Sports,Puma,1604.67,1279.33,485
682,Sunt Product,Fashion,Samsung,4741.11,2807.82,293
683,Tempore Product,Fashion,Boat,4839.17,2962.19,114
684,Velit Product,Fashion,Apple,3063.46,2754.39,302
685,Voluptatem Product,Home,LG,6655.15,3728.23,73
686,Illo Product,Fashion,Adidas,962.36,568.85,245
687,Voluptates Product,Fashion,Puma,5323.11,3087.08,64
688,Distinctio Product,Books,Boat,181.34,115.52,238
689,Saepe Product,Electronics,Boat,1340.65,1145.6,374
690,Exercitationem Product,Books,Boat,2743.5,2276.25,21
691,Cupiditate Product,Beauty,LG,3550.91,2752.2,233
692,Laborum Product,Home,Samsung,5821.52,3968.98,265
693,Laboriosam Product,Books,Adidas,3548.2,2587.04,200
694,Placeat Product,Beauty,Boat,932.7,808.13,96
695,Placeat Product,Home,Sony,4932.08,3961.54,217
696,Libero Product,Fashion,Boat,2309.92,1443.29,317
697,Quibusdam Product,Beauty,Adidas,7800.38,4400.88,340
698,Natus Product,Electronics,Boat,4983.71,3518.15,302
699,Quam Product,Books,Boat,2448.27,1791.4,380
700,Ullam Product,Books,Puma,3187.87,2282.11,188
701,Sit Product,Home,LG,1654.98,1219.93,90
702,Odio Product,Beauty,Adidas,1571.68,925.85,443
703,Officiis Product,Electronics,Adidas,379.81,277.84,56
704,Laborum Product,Sports,Samsung,4317.44,3564.81,138
705,Veritatis Product,Books,Nike,855.79,488.35,160
706,Ea Product,Fashion,Adidas,1115.68,794.01,219
707,Repudiandae Product,Fashion,Apple,2382.26,1626.83,327
708,Maxime Product,Beauty,Nike,553.98,355.52,157
709,Doloremque Product,Fashion,Adidas,4899.78,2784.9,18
710,Illo Product,Beauty,Apple,5018.65,4057.87,44
711,Exercitationem Product,Fashion,Apple,5007.61,3886.9,408
712,Ipsa Product,Beauty,Nike,3863.44,2366.43,88
713,Eum Product,Electronics,Sony,3341.43,2714.92,447
714,Rem Product,Electronics,Samsung,1215.51,941.79,211
715,Inventore Product,Fashion,Nike,863.14,761.25,133
716,Inventore Product,Sports,Puma,7278.69,4322.27,246
717,Deleniti Product,Electronics,Adidas,1594.72,1304.37,92
718,Sit Product,Electronics,Boat,5269.82,3236.67,79
719,Veniam Product,Books,Boat,146.25,102.81,291
720,Ab Product,Sports,LG,3806.93,2753.2,341
721,Repudiandae Product,Sports,Boat,6364.23,4722.1,394
722,Laborum Product,Fashion,LG,2338.76,1332.01,74
723,Quae Product,Sports,Sony,5033.71,4043.71,441
724,Molestiae Product,Books,Boat,2379.61,1562.37,202
725,Ea Product,Books,Adidas,1750.6,1567.64,394
726,Voluptas Product,Beauty,Nike,250.91,178.6,240
727,Omnis Product,Beauty,Nike,7174.74,4339.47,342
728,Aliquam Product,Fashion,Samsung,5495.25,3989.43,471
729,Sed Product,Books,Boat,1706.58,1212.65,248
730,Aspernatur Product,Fashion,LG,4887.05,3593.16,76
731,Consequuntur Product,Fashion,Apple,2427.99,2137.42,161
732,Laborum Product,Books,Boat,2600.33,1932.77,49
733,Commodi Product,Sports,LG,4087.31,3031.36,30
734,Quam Product,Books,Apple,7987.63,4676.49,190
735,Assumenda Product,Sports,Nike,2271.08,1724.12,15
736,Atque Product,Beauty,Puma,5964.25,4961.29,40
737,Tempore Product,Sports,Sony,276.87,220.95,22
738,Cupiditate Product,Sports,LG,3063.75,2296.96,187
739,Neque Product,Electronics,Apple,4088.96,3146.69,462
740,Eaque Product,Sports,Samsung,3240.17,2248.15,351
741,Soluta Product,Sports,Apple,6309.22,3918.61,88
742,Dicta Product,Beauty,LG,6374.4,4671.44,384
743,Modi Product,Fashion,Adidas,4685.18,3640.46,57
744,Nesciunt Product,Fashion,Samsung,4037.72,3122.68,32
745,Laudantium Product,Fashion,Boat,2800.17,1584.26,301
746,Voluptates Product,Fashion,Boat,1740.87,1048.95,290
747,Eligendi Product,Fashion,Samsung,5172.09,2884.12,43
748,Debitis Product,Beauty,LG,1014.3,900.62,412
749,Autem Product,Fashion,LG,605.16,423.84,68
750,Hic Product,Home,Sony,699.28,491.85,445
751,Reprehenderit Product,Sports,Sony,4242.96,2397.74,333
752,Labore Product,Beauty,Puma,4932.19,3358.21,422
753,Autem Product,Fashion,Samsung,5199.89,3009.87,232
754,Fugiat Product,Sports,Puma,3282.57,2468.64,265
755,Qui Product,Electronics,Puma,8730.16,4866.53,420
756,Architecto Product,Fashion,Adidas,5084.99,4329.32,442
757,Repellat Product,Fashion,LG,6761.43,3939.03,473
758,Voluptatum Product,Sports,Sony,994.8,850.97,221
759,Dolores Product,Home,Puma,5209.43,3738.37,51
760,Fugit Product,Beauty,Apple,1978.89,1288.22,406
761,Culpa Product,Books,Boat,2822.15,1638.39,427
762,Unde Product,Electronics,Sony,3082.39,2217.62,490
763,Cumque Product,Books,LG,2519.2,1914.86,485
764,Deleniti Product,Books,Boat,7250.36,4795.54,444
765,Iste Product,Fashion,Sony,1590.44,1252.05,91
766,Fugiat Product,Electronics,Apple,4591.87,3030.11,52
767,Quis Product,Fashion,Boat,813.47,503.32,262
768,Quo Product,Beauty,Nike,7881.44,4493.25,36
769,Perspiciatis Product,Fashion,Puma,134.95,110.23,441
770,Corporis Product,Beauty,Sony,2997.44,1897.16,351
771,Impedit Product,Home,Sony,3275.22,2902.79,61
772,Natus Product,Electronics,Samsung,438.56,290.82,430
773,Nobis Product,Books,LG,7636.21,4620.5,65
774,Explicabo Product,Sports,Apple,1838.54,1409.92,435
775,Itaque Product,Books,Puma,3713.68,3102.41,90
776,Culpa Product,Electronics,LG,5172.09,3252.97,320
777,Molestiae Product,Books,Sony,1553.86,1196.58,350
778,Consequuntur Product,Books,Sony,1284.56,897.75,497
779,Architecto Product,Beauty,Boat,3385.95,2593.49,224
780,Rerum Product,Home,Sony,5126.8,4054.13,117
781,Suscipit Product,Fashion,Samsung,1540.46,1279.34,50
782,Aliquam Product,Fashion,Apple,664.27,387.87,239
783,Nulla Product,Home,Sony,1152.97,717.94,362
784,Nobis Product,Books,Boat,2113.85,1667.76,219
785,Eveniet Product,Beauty,Puma,1087.0,700.83,489
786,Dicta Product,Beauty,Samsung,6173.09,3574.64,196
787,Fugiat Product,Electronics,Samsung,1069.91,867.0,26
788,In Product,Books,Nike,7018.39,4221.49,426
789,Earum Product,Books,Sony,3961.89,2538.32,240
790,Debitis Product,Beauty,Boat,998.26,751.23,347
791,Eaque Product,Sports,Nike,2859.27,1642.46,13
792,Ipsum Product,Home,Boat,5295.8,4358.95,57
793,Reiciendis Product,Fashion,Samsung,4454.17,2485.78,462
794,Earum Product,Books,Puma,1149.17,787.67,474
795,Iure Product,Electronics,Samsung,1338.02,1091.05,333
796,Aut Product,Sports,Sony,2502.67,1867.56,182
797,Quo Product,Sports,Adidas,163.08,113.41,118
798,Ullam Product,Beauty,Puma,1299.22,824.25,281
799,Nobis Product,Sports,Adidas,2961.37,2014.38,232
800,Qui Product,Electronics,LG,6240.58,3871.59,378
801,Earum Product,Books,Samsung,3903.91,2995.78,155
802,Quo Product,Beauty,Apple,2395.97,1729.77,252
803,At Product,Books,Adidas,5797.71,4164.81,482
804,Incidunt Product,Books,Puma,2488.98,1644.38,163
805,Porro Product,Fashion,Puma,7580.73,4468.41,212
806,Optio Product,Electronics,Adidas,2060.55,1400.29,497
807,Reiciendis Product,Electronics,Boat,5228.04,4125.38,34
808,Quibusdam Product,Home,Boat,7971.58,4797.32,18
809,Similique Product,Beauty,Puma,4520.55,2558.58,403
810,Ipsam Product,Sports,Adidas,3454.31,3041.2,283
811,Cupiditate Product,Electronics,Adidas,4346.71,3340.31,483
812,Esse Product,Home,Nike,7384.22,4947.46,289
813,Odio Product,Books,Apple,3679.37,3314.9,178
814,Quasi Product,Electronics,Apple,5762.89,3269.53,76
815,Sunt Product,Fashion,Puma,7514.28,4662.3,353
816,Consequatur Product,Books,Adidas,1649.79,1359.75,383
817,Tempora Product,Home,Puma,1055.17,903.15,287
818,Excepturi Product,Electronics,Nike,5398.01,3488.63,457
819,Consequuntur Product,Fashion,Apple,1220.51,695.06,408
820,Aut Product,Home,Nike,6319.24,3874.66,68
821,Adipisci Product,Sports,LG,5141.98,3848.01,271
822,Aperiam Product,Home,Apple,1094.62,698.28,192
823,Non Product,Books,Adidas,5343.4,3966.1,289
824,Sint Product,Sports,Apple,7604.86,4730.21,42
825,Libero Product,Sports,Adidas,1199.13,895.23,255
826,Tenetur Product,Home,Samsung,8079.62,4956.46,184
827,Tempora Product,Books,Apple,7086.43,4282.18,423
828,Vel Product,Fashion,Nike,4355.61,2610.86,107
829,Libero Product,Sports,Apple,4521.27,3143.27,391
830,Atque Product,Books,LG,1889.19,1211.08,208
831,Maiores Product,Electronics,Samsung,2280.23,1678.85,241
832,Natus Product,Electronics,Sony,1532.04,1021.59,342
833,Illum Product,Electronics,Sony,2859.28,1759.76,451
834,Voluptates Product,Electronics,Apple,2830.7,2371.06,313
835,Vero Product,Sports,Sony,1106.61,765.27,71
836,Quibusdam Product,Beauty,Sony,3550.36,3162.24,135
837,Ullam Product,Home,Samsung,2729.57,1629.09,449
838,Architecto Product,Beauty,Nike,1093.43,622.21,366
839,Possimus Product,Fashion,Puma,1864.98,1365.58,184
840,Blanditiis Product,Sports,Sony,7618.9,4263.71,48
841,Nemo Product,Books,Samsung,4109.88,2541.61,23
842,Vel Product,Beauty,Apple,6525.02,4908.14,455
843,Veritatis Product,Sports,Apple,1134.91,773.38,195
844,Quibusdam Product,Home,Sony,1168.32,655.53,464
845,Neque Product,Sports,Apple,1061.85,706.26,128
846,Quidem Product,Sports,Apple,448.78,340.49,425
847,Sunt Product,Beauty,Puma,6304.08,3592.79,474
848,Est Product,Books,Samsung,3671.82,2806.6,169
849,Culpa Product,Beauty,Sony,6416.17,4602.31,147
850,Cum Product,Electronics,Samsung,4462.05,3731.36,64
851,Dicta Product,Home,Boat,5047.65,4467.87,287
852,Expedita Product,Sports,Adidas,755.49,623.77,51
853,Rem Product,Sports,Apple,2135.69,1736.91,332
854,Aspernatur Product,Beauty,Nike,5831.25,4080.02,96
855,Provident Product,Beauty,Adidas,6225.44,3715.52,218
856,Dicta Product,Home,Adidas,184.58,125.9,262
857,Doloremque Product,Fashion,Boat,3177.03,2783.06,108
858,Delectus Product,Fashion,Boat,5405.68,4142.62,312
859,Nemo Product,Home,Adidas,3185.07,2116.56,325
860,Repellendus Product,Books,Puma,5099.36,4295.09,341
861,Aperiam Product,Electronics,Boat,3375.44,3065.75,312
862,Iure Product,Fashion,Nike,1323.94,1036.71,426
863,Nisi Product,Beauty,Adidas,3836.13,3240.02,77
864,Nostrum Product,Fashion,Samsung,4521.86,3584.23,384
865,Quis Product,Fashion,Puma,624.54,453.78,67
866,Placeat Product,Beauty,Apple,4537.26,2915.42,434
867,Aliquid Product,Home,Adidas,4878.7,3511.5,238
868,Minus Product,Electronics,Sony,1297.64,807.48,176
869,Laudantium Product,Sports,Puma,6673.37,4888.53,237
870,Odit Product,Fashion,Adidas,5695.23,3349.29,209
871,Quia Product,Beauty,Adidas,3128.38,1830.57,260
872,Cum Product,Electronics,Puma,3223.74,2495.68,11
873,Ea Product,Electronics,LG,2692.27,2223.14,278
874,Doloremque Product,Home,Nike,2106.94,1516.46,155
875,Ut Product,Electronics,LG,2053.71,1468.71,412
876,Soluta Product,Books,Sony,4395.96,3836.9,165
877,Doloremque Product,Beauty,Puma,4606.92,3256.83,439
878,Laborum Product,Fashion,LG,3346.32,2436.49,122
879,Corrupti Product,Fashion,LG,2681.46,2246.83,206
880,Nisi Product,Sports,Nike,2068.21,1172.48,66
881,Aspernatur Product,Home,Apple,1919.2,1411.61,149
882,Harum Product,Home,Boat,6319.41,4323.81,20
883,Eligendi Product,Electronics,Adidas,723.12,408.54,470
884,Possimus Product,Beauty,Nike,2476.51,1485.79,331
885,Omnis Product,Fashion,Samsung,3726.72,2535.48,177
886,Nam Product,Books,Sony,6334.9,3865.62,10
887,Similique Product,Beauty,Puma,3024.95,2456.99,379
888,Corrupti Product,Home,Adidas,4904.74,3844.39,331
889,Aut Product,Sports,Sony,3496.2,2069.57,59
890,Accusantium Product,Fashion,Sony,3015.47,1961.62,33
891,Similique Product,Fashion,Sony,5808.53,4303.2,262
892,Ipsam Product,Electronics,Apple,2151.09,1215.13,62
893,Et Product,Books,Samsung,3431.36,2869.28,114
894,Dolorum Product,Beauty,Apple,3522.12,2388.71,62
895,Qui Product,Books,Nike,6128.17,3436.71,123
896,Consequatur Product,Electronics,Samsung,4656.29,3716.32,141
897,Dolor Product,Electronics,Puma,237.75,157.32,339
898,Iste Product,Fashion,Apple,4222.4,2984.27,184
899,Atque Product,Electronics,Puma,7068.85,4625.48,415
900,Nesciunt Product,Fashion,Samsung,4919.04,3031.78,253
901,Accusamus Product,Beauty,Samsung,5140.26,3476.08,484
902,Quaerat Product,Fashion,Boat,7065.69,4226.03,464
903,Quod Product,Sports,Adidas,1999.56,1720.65,483
904,Praesentium Product,Beauty,Sony,3213.08,2920.81,488
905,Distinctio Product,Beauty,Nike,2619.11,1848.81,23
906,Quam Product,Sports,Samsung,6646.85,3720.61,351
907,Minus Product,Fashion,Adidas,1768.14,1448.76,387
908,Ab Product,Fashion,Adidas,394.02,321.5,77
909,Deserunt Product,Books,Adidas,1766.34,1545.5,326
910,Magnam Product,Beauty,Adidas,897.67,759.12,197
911,Consequatur Product,Home,Boat,5445.13,3172.94,88
912,Laboriosam Product,Fashion,LG,5843.19,3470.79,203
913,Corporis Product,Sports,Nike,187.09,137.35,360
914,Illum Product,Electronics,Nike,5898.02,4230.25,118
915,Voluptate Product,Books,Adidas,637.89,458.74,368
916,Quidem Product,Sports,Sony,5250.33,4081.74,463
917,Quam Product,Sports,Adidas,3897.88,2319.97,498
918,Culpa Product,Books,Puma,2807.61,2300.39,171
919,Eum Product,Beauty,Samsung,1718.77,1375.12,110
920,Dolorum Product,Sports,LG,2846.35,2088.5,484
921,Adipisci Product,Beauty,Nike,822.84,546.02,471
922,Natus Product,Sports,Apple,587.51,363.58,296
923,Hic Product,Sports,Nike,4252.21,2448.68,37
924,Repellendus Product,Fashion,Nike,3897.13,2637.98,133
925,Eos Product,Sports,Apple,6623.15,4549.21,133
926,Soluta Product,Sports,Apple,3175.57,2741.11,142
927,Eum Product,Fashion,Samsung,2047.64,1379.59,228
928,Velit Product,Fashion,Adidas,4222.21,2503.49,367
929,Veritatis Product,Sports,LG,4705.99,3217.62,46
930,Laborum Product,Electronics,Sony,3347.36,2168.4,245
931,Nisi Product,Home,Samsung,1172.75,906.71,26
932,Adipisci Product,Beauty,Samsung,6338.63,3850.85,451
933,Illo Product,Home,Nike,4560.13,4067.03,397
934,Fugiat Product,Electronics,Apple,5776.78,3736.77,362
935,Ex Product,Electronics,LG,1825.6,1033.07,411
936,Eligendi Product,Electronics,Samsung,6961.88,4482.04,378
937,Nisi Product,Books,Apple,1123.54,833.9,416
938,Optio Product,Home,Puma,7107.61,4579.87,91
939,Expedita Product,Sports,LG,862.34,516.7,157
940,Voluptate Product,Electronics,Nike,4354.37,2506.58,99
941,Voluptatum Product,Sports,Samsung,5390.61,4139.35,170
942,Cum Product,Books,LG,2210.59,1959.28,23
943,Voluptate Product,Beauty,Puma,358.77,316.32,463
944,Voluptatibus Product,Home,Apple,1748.97,1303.5,195
945,Saepe Product,Fashion,Boat,4714.09,3647.11,203
946,Possimus Product,Fashion,Puma,3616.44,2858.71,271
947,Suscipit Product,Beauty,Samsung,1611.96,1216.44,197
948,Eius Product,Sports,Boat,1974.58,1619.62,383
949,Eaque Product,Beauty,LG,488.29,305.18,37
950,Veritatis Product,Sports,LG,2654.48,2092.99,326
951,Incidunt Product,Sports,Nike,3310.16,1839.88,74
952,Ea Product,Electronics,Apple,535.74,416.12,453
953,Illum Product,Electronics,Samsung,3401.23,2019.22,143
954,Sunt Product,Beauty,Nike,4054.99,3165.33,290
955,Vero Product,Fashion,Adidas,6878.54,4747.38,203
956,Hic Product,Beauty,Apple,4456.47,3619.09,214
957,Placeat Product,Electronics,Nike,1706.53,1412.22,366
958,Atque Product,Beauty,Nike,3244.17,2060.4,277
959,Incidunt Product,Beauty,Puma,4549.01,2899.96,218
